asset_id,asset_type,install_year,age_years,age_ratio,zone,voltage_kv,customers_affected_if_fail,last_inspection_year,inspection_score,fault_count_5yr,is_critical_node,replacement_cost_nzd
CE-0311,Transformer,1995,31,0.886,Pukekohe,33,834,2024,4,0,False,26016
CE-0312,Transformer,2006,20,0.571,Waiuku,11,1760,2019,10,0,False,138818
CE-0313,Transformer,2011,15,0.429,Waiuku,11,841,2021,8,0,False,132399
CE-0314,Transformer,2006,20,0.571,Waiuku,22,832,2021,8,0,False,412836
CE-0315,Transformer,2023,3,0.086,Pokeno,33,1057,2022,1,2,False,89139
CE-0316,Transformer,2016,10,0.286,Waiuku,22,1132,2021,4,1,True,361915
CE-0317,Transformer,1996,30,0.857,Clarks_Beach,22,1029,2020,2,0,False,132985
CE-0318,Transformer,1997,29,0.829,Clarks_Beach,11,653,2018,4,1,False,295879
CE-0319,Transformer,1998,28,0.8,Pukekohe,33,1999,2024,5,0,False,230399
CE-0320,Transformer,2010,16,0.457,Clarks_Beach,33,236,2022,8,0,False,465167
CE-0321,Transformer,1999,27,0.771,Waiuku,11,388,2022,4,1,False,449695
CE-0322,Transformer,2009,17,0.486,Pukekohe,11,1310,2018,7,0,False,172812
CE-0323,Transformer,1988,38,1.086,Clarks_Beach,33,647,2025,8,2,False,187330
CE-0324,Transformer,2011,15,0.429,Pukekohe,22,516,2023,9,0,False,196031
CE-0325,Transformer,2003,23,0.657,Pokeno,33,1072,2025,4,1,False,387070
CE-0326,Transformer,2010,16,0.457,Clarks_Beach,33,863,2025,3,3,False,350667
CE-0327,Transformer,2016,10,0.286,Pukekohe,33,1505,2018,1,1,False,256300
CE-0328,Transformer,1991,35,1.0,Pokeno,11,82,2018,6,3,False,280314
CE-0329,Transformer,2023,3,0.086,Pokeno,11,384,2025,8,0,False,172816
CE-0330,Transformer,1996,30,0.857,Pukekohe,11,591,2019,7,2,False,486174
CE-0331,Transformer,1992,34,0.971,Waiuku,11,1459,2022,3,1,True,26371
CE-0332,Transformer,2015,11,0.314,Clarks_Beach,11,948,2019,10,0,False,245592
CE-0333,Transformer,1994,32,0.914,Tuakau,11,1200,2023,8,0,False,449569
CE-0334,Transformer,1997,29,0.829,Waiuku,33,710,2019,4,0,False,147299
CE-0335,Transformer,2003,23,0.657,Tuakau,33,143,2018,9,1,True,204620
CE-0336,Transformer,2006,20,0.571,Clarks_Beach,11,404,2019,4,0,False,288952
CE-0337,Transformer,2016,10,0.286,Waiuku,33,862,2018,2,1,False,346432
CE-0338,Transformer,2023,3,0.086,Tuakau,11,348,2023,6,0,False,39223
CE-0339,Transformer,2001,25,0.714,Pokeno,33,1726,2023,1,0,True,418587
CE-0340,Transformer,2002,24,0.686,Pukekohe,22,1101,2024,9,1,False,215990
CE-0341,Transformer,2022,4,0.114,Tuakau,22,1663,2025,1,1,False,30616
CE-0342,Transformer,2005,21,0.6,Pokeno,33,842,2018,2,1,False,186457
CE-0343,Transformer,2008,18,0.514,Waiuku,33,509,2024,5,0,True,185698
CE-0344,Transformer,1985,41,1.171,Pokeno,22,1390,2025,3,0,False,424594
CE-0345,Transformer,2007,19,0.543,Pukekohe,11,1526,2019,6,0,True,493657
CE-0346,Transformer,2014,12,0.343,Pukekohe,22,31,2020,2,2,False,299618
CE-0347,Transformer,2003,23,0.657,Pukekohe,22,1114,2022,4,0,False,300240
CE-0348,Transformer,2004,22,0.629,Clarks_Beach,22,1116,2023,5,1,False,152218
CE-0349,Transformer,2019,7,0.2,Pokeno,11,1079,2025,6,1,True,246122
CE-0350,Transformer,2015,11,0.314,Tuakau,33,1863,2024,10,0,False,66302
CE-0351,Transformer,2003,23,0.657,Pukekohe,11,146,2018,9,1,False,347464
CE-0352,Transformer,2004,22,0.629,Clarks_Beach,33,1397,2019,1,2,False,478700
CE-0353,Transformer,2011,15,0.429,Tuakau,11,412,2023,5,2,False,272021
CE-0354,Transformer,1994,32,0.914,Pukekohe,22,1318,2022,1,2,False,361506
CE-0355,Transformer,1998,28,0.8,Pokeno,11,1216,2024,8,0,False,55090
CE-0356,Transformer,2001,25,0.714,Clarks_Beach,11,189,2021,10,0,False,298176
CE-0357,Transformer,1992,34,0.971,Clarks_Beach,33,1186,2020,9,0,False,172602
CE-0358,Transformer,1985,41,1.171,Pokeno,33,294,2021,1,2,False,100547
CE-0359,Transformer,1999,27,0.771,Tuakau,33,220,2019,4,0,False,172461
CE-0360,Transformer,2005,21,0.6,Pokeno,33,1221,2025,9,1,False,479752
CE-0361,Transformer,2013,13,0.371,Clarks_Beach,22,1049,2025,10,0,False,278365
CE-0362,Transformer,2012,14,0.4,Tuakau,22,1369,2024,7,0,False,475495
CE-0363,Transformer,2000,26,0.743,Pukekohe,33,1288,2025,9,2,False,233987
CE-0364,Transformer,1988,38,1.086,Pukekohe,22,300,2018,3,1,False,117215
CE-0365,Transformer,1998,28,0.8,Pukekohe,33,1256,2020,4,1,False,456541
CE-0366,Transformer,2007,19,0.543,Clarks_Beach,22,42,2018,1,4,False,479255
CE-0367,Transformer,2006,20,0.571,Waiuku,33,1024,2020,2,0,False,256059
CE-0368,Transformer,2017,9,0.257,Waiuku,33,756,2018,9,0,False,485116
CE-0369,Transformer,2011,15,0.429,Waiuku,11,1003,2018,10,0,False,323651
CE-0370,Transformer,2000,26,0.743,Pokeno,11,532,2020,6,0,True,234541
CE-0371,Transformer,2015,11,0.314,Pokeno,33,1211,2020,7,1,True,201052
CE-0372,Transformer,2020,6,0.171,Pokeno,22,1119,2023,5,1,False,376749
CE-0373,Transformer,2009,17,0.486,Pokeno,11,1853,2021,2,2,False,17878
CE-0374,Transformer,2022,4,0.114,Pukekohe,22,896,2024,8,0,False,170507
CE-0375,Transformer,2015,11,0.314,Tuakau,33,597,2023,1,3,True,457092
CE-0376,Transformer,2010,16,0.457,Clarks_Beach,33,1338,2022,10,1,False,231089
CE-0377,Transformer,2000,26,0.743,Pukekohe,33,1335,2018,2,1,False,178855
CE-0378,Transformer,2001,25,0.714,Tuakau,11,993,2020,6,1,False,102753
CE-0379,Transformer,2018,8,0.229,Clarks_Beach,33,1919,2020,10,0,False,118026
CE-0380,Transformer,1996,30,0.857,Tuakau,11,584,2023,2,1,True,124450
CE-0381,Transformer,2018,8,0.229,Clarks_Beach,33,1046,2019,9,0,False,217153
CE-0382,Transformer,2016,10,0.286,Clarks_Beach,33,1436,2024,3,0,False,381192
CE-0383,Transformer,2009,17,0.486,Waiuku,11,846,2019,3,5,False,407888
CE-0384,Transformer,1997,29,0.829,Clarks_Beach,22,1135,2022,10,0,False,57441
CE-0385,Transformer,2017,9,0.257,Waiuku,22,499,2019,7,0,False,248347
CE-0386,Transformer,2003,23,0.657,Pukekohe,11,1232,2022,7,1,False,226401
CE-0387,Transformer,1988,38,1.086,Tuakau,33,1637,2023,4,1,False,374095
CE-0388,Transformer,1998,28,0.8,Clarks_Beach,11,1169,2023,6,0,False,146229
CE-0389,Transformer,2018,8,0.229,Pokeno,22,1027,2019,8,0,False,474580
CE-0390,Transformer,2005,21,0.6,Clarks_Beach,33,1641,2022,3,1,False,20913
CE-0391,Transformer,2010,16,0.457,Pokeno,11,781,2023,9,0,False,407086
CE-0392,Transformer,2018,8,0.229,Clarks_Beach,22,349,2022,6,0,False,323187
CE-0393,Transformer,1995,31,0.886,Waiuku,11,1722,2025,4,0,False,117066
CE-0394,Transformer,1999,27,0.771,Pukekohe,33,1616,2020,5,1,False,180864
CE-0395,Transformer,2001,25,0.714,Pokeno,11,792,2022,3,1,True,446987
CE-0396,Transformer,1999,27,0.771,Tuakau,22,925,2024,2,1,False,94853
CE-0397,Transformer,2019,7,0.2,Tuakau,11,1690,2022,1,0,False,91614
CE-0398,Transformer,2013,13,0.371,Pokeno,33,381,2024,5,0,True,251027
CE-0399,Transformer,2016,10,0.286,Pokeno,22,1765,2021,1,1,False,399771
CE-0400,Transformer,2013,13,0.371,Pokeno,33,1839,2022,6,1,False,54758
CE-0401,Transformer,2012,14,0.4,Clarks_Beach,11,1353,2018,6,0,False,421354
CE-0402,Transformer,2007,19,0.543,Pokeno,11,1510,2022,3,1,False,180589
CE-0403,Transformer,2005,21,0.6,Waiuku,22,242,2024,2,0,False,56144
CE-0404,Transformer,2016,10,0.286,Waiuku,22,1870,2021,4,2,False,195780
CE-0405,Transformer,1993,33,0.943,Pokeno,33,713,2022,5,3,False,341345
CE-0406,Transformer,2023,3,0.086,Tuakau,22,1195,2022,1,0,False,63916
CE-0407,Transformer,2014,12,0.343,Pokeno,33,339,2018,6,0,False,27257
CE-0408,Transformer,1995,31,0.886,Pukekohe,22,1121,2022,5,0,False,144854
CE-0409,Transformer,1994,32,0.914,Clarks_Beach,22,117,2025,2,1,False,478150
CE-0410,Transformer,2000,26,0.743,Tuakau,22,1475,2019,1,1,False,114867
CE-0411,Transformer,2011,15,0.429,Clarks_Beach,22,548,2022,3,2,True,188997
CE-0412,Transformer,2000,26,0.743,Tuakau,33,426,2020,4,1,False,295971
CE-0413,Transformer,2008,18,0.514,Pokeno,11,868,2020,1,1,False,408447
CE-0414,Transformer,2004,22,0.629,Clarks_Beach,11,921,2025,3,2,False,210141
CE-0415,Transformer,2010,16,0.457,Pukekohe,33,256,2024,6,0,False,208168
CE-0416,Transformer,1997,29,0.829,Pukekohe,22,506,2025,3,2,False,63650
CE-0417,Transformer,2001,25,0.714,Tuakau,11,332,2019,2,1,False,51315
CE-0418,Transformer,2011,15,0.429,Tuakau,22,58,2021,5,0,True,470976
CE-0419,Transformer,2005,21,0.6,Pukekohe,22,1949,2021,2,4,False,105986
CE-0420,Transformer,2009,17,0.486,Waiuku,22,1994,2021,2,1,False,192666
CE-0421,Switchgear,2014,12,0.4,Pukekohe,33,306,2022,6,2,False,269026
CE-0422,Switchgear,2013,13,0.433,Pukekohe,11,1710,2025,4,0,False,22063
CE-0423,Switchgear,2019,7,0.233,Pukekohe,11,1351,2022,6,0,False,34695
CE-0424,Switchgear,2010,16,0.533,Tuakau,22,1397,2022,5,0,False,299175
CE-0425,Switchgear,2018,8,0.267,Clarks_Beach,33,948,2023,8,0,True,164184
CE-0426,Switchgear,1987,39,1.3,Pukekohe,11,1631,2025,7,1,False,88479
CE-0427,Switchgear,2007,19,0.633,Waiuku,11,1555,2019,2,3,False,78233
CE-0428,Switchgear,2002,24,0.8,Waiuku,22,33,2020,2,0,False,127733
CE-0429,Switchgear,1999,27,0.9,Clarks_Beach,33,1188,2018,7,0,False,132289
CE-0430,Switchgear,2012,14,0.467,Waiuku,33,374,2020,9,0,False,237221
CE-0431,Switchgear,2005,21,0.7,Clarks_Beach,33,1422,2019,3,2,False,359484
CE-0432,Switchgear,1985,41,1.367,Waiuku,33,1216,2019,9,0,False,37844
CE-0433,Switchgear,2013,13,0.433,Tuakau,11,1224,2022,10,0,False,396478
CE-0434,Switchgear,2013,13,0.433,Tuakau,11,951,2024,10,0,False,329281
CE-0435,Switchgear,2012,14,0.467,Pukekohe,22,497,2020,8,1,True,374109
CE-0436,Switchgear,2001,25,0.833,Tuakau,11,168,2024,7,0,False,376663
CE-0437,Switchgear,2003,23,0.767,Pokeno,33,1420,2024,5,1,True,474333
CE-0438,Switchgear,2011,15,0.5,Waiuku,22,1487,2022,5,0,False,239750
CE-0439,Switchgear,2009,17,0.567,Pukekohe,33,1720,2018,5,0,False,303196
CE-0440,Switchgear,2007,19,0.633,Pukekohe,22,467,2019,4,0,False,492755
CE-0441,Switchgear,2023,3,0.1,Pukekohe,22,1274,2025,10,0,False,192961
CE-0442,Switchgear,2006,20,0.667,Tuakau,11,1288,2023,5,2,False,459738
CE-0443,Switchgear,2004,22,0.733,Pukekohe,33,996,2021,5,2,False,310586
CE-0444,Switchgear,2019,7,0.233,Waiuku,11,496,2019,6,1,False,441990
CE-0445,Switchgear,2000,26,0.867,Tuakau,11,1465,2018,10,0,True,226986
CE-0446,Switchgear,2016,10,0.333,Clarks_Beach,11,1225,2018,1,3,False,306359
CE-0447,Switchgear,2011,15,0.5,Pukekohe,33,418,2021,3,3,False,229539
CE-0448,Switchgear,2008,18,0.6,Clarks_Beach,11,176,2020,4,4,False,198186
CE-0449,Switchgear,2000,26,0.867,Clarks_Beach,11,1919,2023,10,0,False,381615
CE-0450,Switchgear,2010,16,0.533,Waiuku,11,1876,2020,6,1,False,154387
CE-0451,Switchgear,1997,29,0.967,Pokeno,11,327,2024,6,1,False,338297
CE-0452,Switchgear,2001,25,0.833,Pukekohe,33,669,2024,7,0,False,229818
CE-0453,Switchgear,1996,30,1.0,Tuakau,22,1380,2023,3,0,False,472253
CE-0454,Switchgear,2000,26,0.867,Pukekohe,11,1445,2022,6,0,False,381705
CE-0455,Switchgear,2006,20,0.667,Pokeno,22,354,2021,1,1,True,498027
CE-0456,Switchgear,2012,14,0.467,Pokeno,22,11,2019,5,3,False,301271
CE-0457,Switchgear,2014,12,0.4,Pukekohe,11,149,2024,4,0,False,33172
CE-0458,Switchgear,2011,15,0.5,Clarks_Beach,11,1432,2018,8,1,False,302398
CE-0459,Switchgear,2013,13,0.433,Pukekohe,33,1212,2020,1,0,False,493362
CE-0460,Switchgear,2023,3,0.1,Clarks_Beach,11,1735,2023,6,1,True,185515
CE-0461,Switchgear,2005,21,0.7,Clarks_Beach,33,988,2024,7,0,True,91019
CE-0462,Switchgear,2015,11,0.367,Pokeno,11,295,2022,10,0,False,147717
CE-0463,Switchgear,2003,23,0.767,Tuakau,11,1114,2022,3,2,False,51579
CE-0464,Switchgear,2010,16,0.533,Pokeno,11,17,2019,6,4,True,35972
CE-0465,Switchgear,1994,32,1.067,Waiuku,33,301,2024,7,2,False,375211
CE-0466,Switchgear,2002,24,0.8,Waiuku,33,555,2022,9,0,False,406875
CE-0467,Switchgear,2020,6,0.2,Pukekohe,11,1299,2020,2,2,False,244338
CE-0468,Switchgear,2023,3,0.1,Tuakau,22,336,2018,2,0,False,70610
CE-0469,Switchgear,2009,17,0.567,Waiuku,33,1839,2024,3,2,True,153462
CE-0470,Switchgear,2014,12,0.4,Waiuku,22,549,2025,3,4,True,247042
CE-0471,Substation,1996,30,0.667,Pukekohe,11,95,2018,1,1,False,44261
CE-0472,Substation,1998,28,0.622,Tuakau,22,385,2025,1,1,False,382888
CE-0473,Substation,2003,23,0.511,Clarks_Beach,11,1286,2023,10,0,False,356413
CE-0474,Substation,1999,27,0.6,Tuakau,33,219,2023,2,1,True,333996
CE-0475,Substation,2007,19,0.422,Pukekohe,33,1281,2018,2,0,False,316095
CE-0476,Substation,1995,31,0.689,Tuakau,22,988,2019,2,2,False,246056
CE-0477,Substation,2005,21,0.467,Tuakau,11,62,2019,10,0,False,471542
CE-0478,Substation,2004,22,0.489,Clarks_Beach,22,104,2025,9,0,True,35633
CE-0479,Substation,2018,8,0.178,Pukekohe,22,590,2021,4,3,False,36666
CE-0480,Substation,2015,11,0.244,Pukekohe,33,873,2024,1,1,False,355302
CE-0481,Substation,1992,34,0.756,Clarks_Beach,22,453,2018,3,2,False,472352
CE-0482,Substation,2008,18,0.4,Waiuku,22,1054,2022,1,1,False,442147
CE-0483,Substation,2007,19,0.422,Waiuku,11,215,2023,2,1,False,253982
CE-0484,Substation,1997,29,0.644,Tuakau,22,241,2025,2,2,False,24167
CE-0485,Substation,1986,40,0.889,Waiuku,11,1337,2024,3,2,False,162441
CE-0486,Substation,2014,12,0.267,Tuakau,33,667,2022,9,0,False,348552
CE-0487,Substation,2007,19,0.422,Tuakau,33,1711,2018,4,1,False,85773
CE-0488,Substation,2001,25,0.556,Pukekohe,11,1908,2018,7,1,False,146938
CE-0489,Substation,2009,17,0.378,Tuakau,22,1373,2025,7,0,False,276744
CE-0490,Substation,2010,16,0.356,Waiuku,22,1400,2019,2,0,True,487184
CE-0491,Substation,1998,28,0.622,Clarks_Beach,33,229,2018,9,0,False,347518
CE-0492,Substation,2012,14,0.311,Clarks_Beach,11,1757,2024,6,1,False,407191
CE-0493,Substation,2005,21,0.467,Tuakau,33,1321,2025,9,0,False,71318
CE-0494,Substation,2002,24,0.533,Waiuku,22,1243,2018,5,0,True,394459
CE-0495,Substation,2020,6,0.133,Clarks_Beach,11,811,2020,3,1,False,81324
CE-0496,Substation,1996,30,0.667,Clarks_Beach,11,1119,2025,9,2,False,492380
CE-0497,Substation,2016,10,0.222,Tuakau,22,24,2022,2,1,False,300138
CE-0498,Substation,1996,30,0.667,Pukekohe,11,1361,2023,1,2,False,379490
CE-0499,Substation,1991,35,0.778,Pokeno,11,79,2019,1,1,False,495478
CE-0500,Substation,1996,30,0.667,Clarks_Beach,11,1585,2020,2,0,False,228317
