asset_id,asset_type,zone,age_years,age_ratio,pof_score,cof_score,risk_score,priority,customers,cost_nzd
CE-0271,UG_Cable,Pokeno,21,0.42,0.3433,0.7547,0.2591,P3_Medium,1500,170107
CE-0272,UG_Cable,Pukekohe,21,0.42,0.4167,0.6897,0.2874,P3_Medium,463,380873
CE-0273,UG_Cable,Waiuku,25,0.5,0.25,0.9532,0.2383,P3_Medium,1315,141140
CE-0274,UG_Cable,Tuakau,17,0.34,0.17,0.7517,0.1278,P4_Low,1699,81921
CE-0275,UG_Cable,Tuakau,16,0.32,0.26,0.9839,0.2558,P3_Medium,1607,447060
CE-0276,UG_Cable,Clarks_Beach,23,0.46,0.4033,0.6801,0.2743,P3_Medium,413,331693
CE-0277,UG_Cable,Clarks_Beach,32,0.64,0.32,0.7005,0.2242,P3_Medium,607,241230
CE-0278,UG_Cable,Pukekohe,36,0.72,0.4267,0.7134,0.3044,P3_Medium,1425,14126
CE-0279,UG_Cable,Pokeno,19,0.38,0.5433,0.7338,0.3987,P2_High,955,303685
CE-0280,UG_Cable,Waiuku,24,0.48,0.2733,0.7067,0.1931,P4_Low,833,92450
CE-0281,UG_Cable,Waiuku,26,0.52,0.4667,0.9941,0.4639,P2_High,1850,476204
CE-0282,UG_Cable,Clarks_Beach,20,0.4,0.3467,0.6238,0.2163,P3_Medium,165,425645
CE-0283,UG_Cable,Tuakau,41,0.82,0.6167,0.7326,0.4518,P2_High,1482,42133
CE-0284,UG_Cable,Tuakau,39,0.78,0.5633,0.7833,0.4412,P2_High,1939,367896
CE-0285,UG_Cable,Waiuku,15,0.3,0.43,0.6879,0.2958,P3_Medium,438,430482
CE-0286,UG_Cable,Waiuku,32,0.64,0.3867,0.7648,0.2957,P3_Medium,1854,132657
CE-0287,UG_Cable,Pukekohe,41,0.82,0.5433,0.9581,0.5205,P1_Critical,1351,173169
CE-0288,UG_Cable,Pokeno,3,0.06,0.0967,0.7162,0.0693,P4_Low,676,423621
CE-0289,UG_Cable,Tuakau,31,0.62,0.69,0.9813,0.6771,P1_Critical,1771,247186
CE-0290,UG_Cable,Pokeno,24,0.48,0.5067,0.6796,0.3444,P3_Medium,580,74194
CE-0291,UG_Cable,Tuakau,14,0.28,0.2733,0.5658,0.1546,P4_Low,73,309121
CE-0292,UG_Cable,Pukekohe,15,0.3,0.2167,0.6877,0.149,P4_Low,504,230990
CE-0293,UG_Cable,Waiuku,27,0.54,0.65,0.7308,0.475,P2_High,1035,175691
CE-0294,UG_Cable,Pokeno,34,0.68,0.68,0.7527,0.5118,P1_Critical,1206,383102
CE-0295,UG_Cable,Pokeno,19,0.38,0.4033,0.9381,0.3783,P2_High,895,275758
CE-0296,UG_Cable,Clarks_Beach,34,0.68,0.64,0.7357,0.4708,P2_High,910,422114
CE-0297,UG_Cable,Clarks_Beach,33,0.66,0.6367,0.6001,0.3821,P2_High,112,472981
CE-0298,UG_Cable,Pukekohe,22,0.44,0.6,0.7679,0.4607,P2_High,1942,133123
CE-0299,UG_Cable,Tuakau,34,0.68,0.6867,0.7483,0.5139,P1_Critical,1066,488380
CE-0300,UG_Cable,Pukekohe,16,0.32,0.4667,0.7394,0.3451,P3_Medium,1363,94754
CE-0301,Transformer,Waiuku,19,0.543,0.4048,0.7568,0.3064,P3_Medium,1436,235922
CE-0302,Transformer,Tuakau,30,0.857,0.8085,0.7839,0.6338,P1_Critical,87,249827
CE-0303,Transformer,Pokeno,3,0.086,0.143,0.775,0.1108,P4_Low,1615,468769
CE-0304,Transformer,Pokeno,27,0.771,0.5922,0.6626,0.3924,P2_High,334,261987
CE-0305,Transformer,Pokeno,23,0.657,0.4952,0.9752,0.4829,P2_High,1856,135964
CE-0306,Transformer,Waiuku,34,0.971,0.5522,0.5558,0.3069,P3_Medium,75,143280
CE-0307,Transformer,Waiuku,22,0.629,0.4812,0.8921,0.4293,P2_High,662,49416
CE-0308,Transformer,Pokeno,32,0.914,0.8503,0.7692,0.6541,P1_Critical,1550,383554
CE-0309,Transformer,Tuakau,20,0.571,0.6322,0.7506,0.4745,P2_High,1859,51699
CE-0310,Transformer,Pukekohe,19,0.543,0.6115,0.7695,0.4705,P2_High,1542,400615
CE-0311,Transformer,Pukekohe,31,0.886,0.643,0.6875,0.4421,P2_High,834,26016
CE-0312,Transformer,Waiuku,20,0.571,0.2855,0.7621,0.2176,P3_Medium,1760,138818
CE-0313,Transformer,Waiuku,15,0.429,0.2812,0.7128,0.2004,P3_Medium,841,132399
CE-0314,Transformer,Waiuku,20,0.571,0.3522,0.7294,0.2569,P3_Medium,832,412836
CE-0315,Transformer,Pokeno,3,0.086,0.423,0.7218,0.3053,P3_Medium,1057,89139
CE-0316,Transformer,Waiuku,10,0.286,0.383,0.9577,0.3668,P2_High,1132,361915
CE-0317,Transformer,Clarks_Beach,30,0.857,0.6952,0.7261,0.5048,P1_Critical,1029,132985
CE-0318,Transformer,Clarks_Beach,29,0.829,0.6545,0.7084,0.4636,P2_High,653,295879
CE-0319,Transformer,Pukekohe,28,0.8,0.5667,0.7782,0.441,P2_High,1999,230399
CE-0320,Transformer,Clarks_Beach,16,0.457,0.2952,0.6486,0.1915,P4_Low,236,465167
CE-0321,Transformer,Waiuku,27,0.771,0.6255,0.6807,0.4258,P2_High,388,449695
CE-0322,Transformer,Pukekohe,17,0.486,0.343,0.746,0.2559,P3_Medium,1310,172812
CE-0323,Transformer,Clarks_Beach,38,1.086,0.6467,0.7009,0.4533,P2_High,647,187330
CE-0324,Transformer,Pukekohe,15,0.429,0.2478,0.6867,0.1702,P4_Low,516,196031
CE-0325,Transformer,Pokeno,23,0.657,0.5685,0.7451,0.4236,P2_High,1072,387070
CE-0326,Transformer,Clarks_Beach,16,0.457,0.5818,0.7294,0.4244,P2_High,863,350667
CE-0327,Transformer,Pukekohe,10,0.286,0.483,0.7611,0.3676,P2_High,1505,256300
CE-0328,Transformer,Pokeno,35,1.0,0.7533,0.5718,0.4307,P2_High,82,280314
CE-0329,Transformer,Pokeno,3,0.086,0.1097,0.6654,0.073,P4_Low,384,172816
CE-0330,Transformer,Pukekohe,30,0.857,0.6085,0.7095,0.4317,P2_High,591,486174
CE-0331,Transformer,Waiuku,34,0.971,0.7588,0.9344,0.709,P1_Critical,1459,26371
CE-0332,Transformer,Clarks_Beach,11,0.314,0.157,0.7301,0.1146,P4_Low,948,245592
CE-0333,Transformer,Tuakau,32,0.914,0.5237,0.7548,0.3953,P2_High,1200,449569
CE-0334,Transformer,Waiuku,29,0.829,0.6145,0.7033,0.4322,P2_High,710,147299
CE-0335,Transformer,Tuakau,23,0.657,0.4018,0.8133,0.3268,P3_Medium,143,204620
CE-0336,Transformer,Clarks_Beach,20,0.571,0.4855,0.6766,0.3285,P3_Medium,404,288952
CE-0337,Transformer,Waiuku,10,0.286,0.4497,0.7291,0.3279,P3_Medium,862,346432
CE-0338,Transformer,Tuakau,3,0.086,0.1763,0.6363,0.1122,P4_Low,348,39223
CE-0339,Transformer,Pokeno,25,0.714,0.657,0.9876,0.6489,P1_Critical,1726,418587
CE-0340,Transformer,Pukekohe,24,0.686,0.4163,0.738,0.3072,P3_Medium,1101,215990
CE-0341,Transformer,Tuakau,4,0.114,0.397,0.7353,0.2919,P3_Medium,1663,30616
CE-0342,Transformer,Pokeno,21,0.6,0.6067,0.7181,0.4357,P2_High,842,186457
CE-0343,Transformer,Waiuku,18,0.514,0.4237,0.895,0.3792,P2_High,509,185698
CE-0344,Transformer,Pokeno,41,1.171,0.7333,0.7636,0.5599,P1_Critical,1390,424594
CE-0345,Transformer,Pukekohe,19,0.543,0.4048,0.982,0.3975,P2_High,1526,493657
CE-0346,Transformer,Pukekohe,12,0.343,0.5182,0.5102,0.2644,P3_Medium,31,299618
CE-0347,Transformer,Pukekohe,23,0.657,0.5285,0.7438,0.3931,P2_High,1114,300240
CE-0348,Transformer,Clarks_Beach,22,0.629,0.5212,0.7335,0.3823,P2_High,1116,152218
CE-0349,Transformer,Pokeno,7,0.2,0.2733,0.9486,0.2593,P3_Medium,1079,246122
CE-0350,Transformer,Tuakau,11,0.314,0.157,0.7545,0.1185,P4_Low,1863,66302
CE-0351,Transformer,Pukekohe,23,0.657,0.4018,0.6127,0.2462,P3_Medium,146,347464
CE-0352,Transformer,Clarks_Beach,22,0.629,0.6945,0.7657,0.5318,P1_Critical,1397,478700
CE-0353,Transformer,Tuakau,15,0.429,0.4612,0.6769,0.3122,P3_Medium,412,272021
CE-0354,Transformer,Pukekohe,32,0.914,0.837,0.7576,0.6341,P1_Critical,1318,361506
CE-0355,Transformer,Pokeno,28,0.8,0.4667,0.7237,0.3378,P3_Medium,1216,55090
CE-0356,Transformer,Clarks_Beach,25,0.714,0.357,0.6273,0.2239,P3_Medium,189,298176
CE-0357,Transformer,Clarks_Beach,34,0.971,0.5188,0.7394,0.3836,P2_High,1186,172602
CE-0358,Transformer,Pokeno,41,1.171,0.88,0.6396,0.5628,P1_Critical,294,100547
CE-0359,Transformer,Tuakau,27,0.771,0.5855,0.6289,0.3682,P2_High,220,172461
CE-0360,Transformer,Pokeno,21,0.6,0.3733,0.7569,0.2826,P3_Medium,1221,479752
CE-0361,Transformer,Clarks_Beach,13,0.371,0.1855,0.7387,0.137,P4_Low,1049,278365
CE-0362,Transformer,Tuakau,14,0.4,0.3,0.7643,0.2293,P3_Medium,1369,475495
CE-0363,Transformer,Pukekohe,26,0.743,0.4848,0.7495,0.3634,P2_High,1288,233987
CE-0364,Transformer,Pukekohe,38,1.086,0.7733,0.6433,0.4975,P2_High,300,117215
CE-0365,Transformer,Pukekohe,28,0.8,0.64,0.758,0.4851,P2_High,1256,456541
CE-0366,Transformer,Clarks_Beach,19,0.543,0.7315,0.5368,0.3927,P2_High,42,479255
CE-0367,Transformer,Waiuku,20,0.571,0.5522,0.7358,0.4063,P2_High,1024,256059
CE-0368,Transformer,Waiuku,9,0.257,0.1618,0.7256,0.1174,P4_Low,756,485116
CE-0369,Transformer,Waiuku,15,0.429,0.2145,0.738,0.1583,P4_Low,1003,323651
CE-0370,Transformer,Pokeno,26,0.743,0.5048,0.9014,0.455,P2_High,532,234541
CE-0371,Transformer,Pokeno,11,0.314,0.297,0.9531,0.2831,P3_Medium,1211,201052
CE-0372,Transformer,Pokeno,6,0.171,0.2922,0.7475,0.2184,P3_Medium,1119,376749
CE-0373,Transformer,Pokeno,17,0.486,0.5897,0.7342,0.433,P2_High,1853,17878
CE-0374,Transformer,Pukekohe,4,0.114,0.1237,0.7208,0.0892,P4_Low,896,170507
CE-0375,Transformer,Tuakau,11,0.314,0.577,0.9192,0.5304,P1_Critical,597,457092
CE-0376,Transformer,Clarks_Beach,16,0.457,0.2685,0.7518,0.2019,P3_Medium,1338,231089
CE-0377,Transformer,Pukekohe,26,0.743,0.6782,0.7478,0.5072,P1_Critical,1335,178855
CE-0378,Transformer,Tuakau,25,0.714,0.5303,0.7199,0.3818,P2_High,993,102753
CE-0379,Transformer,Clarks_Beach,8,0.229,0.1145,0.7653,0.0876,P4_Low,1919,118026
CE-0380,Transformer,Tuakau,30,0.857,0.7352,0.8979,0.6601,P1_Critical,584,124450
CE-0381,Transformer,Clarks_Beach,8,0.229,0.1478,0.7347,0.1086,P4_Low,1046,217153
CE-0382,Transformer,Clarks_Beach,10,0.286,0.3763,0.7641,0.2875,P3_Medium,1436,381192
CE-0383,Transformer,Waiuku,17,0.486,0.6763,0.7303,0.4939,P2_High,846,407888
CE-0384,Transformer,Clarks_Beach,29,0.829,0.4145,0.7198,0.2984,P3_Medium,1135,57441
CE-0385,Transformer,Waiuku,9,0.257,0.2285,0.6881,0.1572,P4_Low,499,248347
CE-0386,Transformer,Pukekohe,23,0.657,0.4685,0.7461,0.3495,P3_Medium,1232,226401
CE-0387,Transformer,Tuakau,38,1.086,0.74,0.7724,0.5716,P1_Critical,1637,374095
CE-0388,Transformer,Clarks_Beach,28,0.8,0.5333,0.736,0.3925,P2_High,1169,146229
CE-0389,Transformer,Pokeno,8,0.229,0.1812,0.7454,0.1351,P4_Low,1027,474580
CE-0390,Transformer,Clarks_Beach,21,0.6,0.5733,0.7286,0.4177,P2_High,1641,20913
CE-0391,Transformer,Pokeno,16,0.457,0.2618,0.7251,0.1898,P4_Low,781,407086
CE-0392,Transformer,Clarks_Beach,8,0.229,0.2478,0.6687,0.1657,P4_Low,349,323187
CE-0393,Transformer,Waiuku,31,0.886,0.643,0.758,0.4874,P2_High,1722,117066
CE-0394,Transformer,Pukekohe,27,0.771,0.5922,0.7605,0.4504,P2_High,1616,180864
CE-0395,Transformer,Pokeno,25,0.714,0.6303,0.9374,0.5908,P1_Critical,792,446987
CE-0396,Transformer,Tuakau,27,0.771,0.6922,0.714,0.4942,P2_High,925,94853
CE-0397,Transformer,Tuakau,7,0.2,0.4,0.7531,0.3012,P3_Medium,1690,91614
CE-0398,Transformer,Pokeno,13,0.371,0.3522,0.8806,0.3101,P3_Medium,381,251027
CE-0399,Transformer,Pokeno,10,0.286,0.483,0.7784,0.376,P2_High,1765,399771
CE-0400,Transformer,Pokeno,13,0.371,0.3588,0.7508,0.2694,P3_Medium,1839,54758
CE-0401,Transformer,Clarks_Beach,14,0.4,0.3333,0.7617,0.2539,P3_Medium,1353,421354
CE-0402,Transformer,Pokeno,19,0.543,0.5448,0.756,0.4119,P2_High,1510,180589
CE-0403,Transformer,Waiuku,21,0.6,0.5667,0.618,0.3502,P2_High,242,56144
CE-0404,Transformer,Waiuku,10,0.286,0.423,0.7713,0.3263,P3_Medium,1870,195780
CE-0405,Transformer,Pokeno,33,0.943,0.7582,0.7164,0.5432,P1_Critical,713,341345
CE-0406,Transformer,Tuakau,3,0.086,0.343,0.7248,0.2486,P3_Medium,1195,63916
CE-0407,Transformer,Pokeno,12,0.343,0.3048,0.6291,0.1917,P4_Low,339,27257
CE-0408,Transformer,Pukekohe,31,0.886,0.6097,0.7331,0.447,P2_High,1121,144854
CE-0409,Transformer,Clarks_Beach,32,0.914,0.7637,0.6031,0.4606,P2_High,117,478150
CE-0410,Transformer,Tuakau,26,0.743,0.7115,0.7476,0.5319,P1_Critical,1475,114867
CE-0411,Transformer,Clarks_Beach,15,0.429,0.5278,0.9001,0.4751,P2_High,548,188997
CE-0412,Transformer,Tuakau,26,0.743,0.6115,0.6804,0.4161,P2_High,426,295971
CE-0413,Transformer,Pokeno,18,0.514,0.597,0.7321,0.4371,P2_High,868,408447
CE-0414,Transformer,Clarks_Beach,22,0.629,0.6278,0.7258,0.4557,P2_High,921,210141
CE-0415,Transformer,Pukekohe,16,0.457,0.3618,0.6416,0.2321,P3_Medium,256,208168
CE-0416,Transformer,Pukekohe,29,0.829,0.7278,0.6683,0.4864,P2_High,506,63650
CE-0417,Transformer,Tuakau,25,0.714,0.6637,0.6373,0.423,P2_High,332,51315
CE-0418,Transformer,Tuakau,15,0.429,0.3812,0.7673,0.2925,P3_Medium,58,470976
CE-0419,Transformer,Pukekohe,21,0.6,0.7267,0.7647,0.5557,P1_Critical,1949,105986
CE-0420,Transformer,Waiuku,17,0.486,0.5497,0.7753,0.4262,P2_High,1994,192666
CE-0421,Switchgear,Pukekohe,12,0.4,0.4133,0.6573,0.2717,P3_Medium,306,269026
CE-0422,Switchgear,Pukekohe,13,0.433,0.4165,0.7321,0.3049,P3_Medium,1710,22063
CE-0423,Switchgear,Pukekohe,7,0.233,0.2498,0.7235,0.1807,P4_Low,1351,34695
CE-0424,Switchgear,Tuakau,16,0.533,0.4332,0.7586,0.3286,P3_Medium,1397,299175
CE-0425,Switchgear,Clarks_Beach,8,0.267,0.2002,0.934,0.187,P4_Low,948,164184
CE-0426,Switchgear,Pukekohe,39,1.3,0.64,0.7502,0.4801,P2_High,1631,88479
CE-0427,Switchgear,Waiuku,19,0.633,0.7032,0.7452,0.524,P1_Critical,1555,78233
CE-0428,Switchgear,Waiuku,24,0.8,0.6667,0.5012,0.3342,P3_Medium,33,127733
CE-0429,Switchgear,Clarks_Beach,27,0.9,0.55,0.7355,0.4045,P2_High,1188,132289
CE-0430,Switchgear,Waiuku,14,0.467,0.2668,0.6685,0.1784,P4_Low,374,237221
CE-0431,Switchgear,Clarks_Beach,21,0.7,0.6633,0.7625,0.5058,P1_Critical,1422,359484
CE-0432,Switchgear,Waiuku,41,1.367,0.5333,0.718,0.3829,P2_High,1216,37844
CE-0433,Switchgear,Tuakau,13,0.433,0.2165,0.7542,0.1633,P4_Low,1224,396478
CE-0434,Switchgear,Tuakau,13,0.433,0.2165,0.7348,0.1591,P4_Low,951,329281
CE-0435,Switchgear,Pukekohe,14,0.467,0.3402,0.9041,0.3076,P3_Medium,497,374109
CE-0436,Switchgear,Tuakau,25,0.833,0.5165,0.6231,0.3218,P3_Medium,168,376663
CE-0437,Switchgear,Pokeno,23,0.767,0.5902,0.9767,0.5764,P1_Critical,1420,474333
CE-0438,Switchgear,Waiuku,15,0.5,0.4167,0.7593,0.3164,P3_Medium,1487,239750
CE-0439,Switchgear,Pukekohe,17,0.567,0.4502,0.7725,0.3478,P3_Medium,1720,303196
CE-0440,Switchgear,Pukekohe,19,0.633,0.5165,0.6942,0.3586,P2_High,467,492755
CE-0441,Switchgear,Pukekohe,3,0.1,0.05,0.7458,0.0373,P4_Low,1274,192961
CE-0442,Switchgear,Tuakau,20,0.667,0.5802,0.7598,0.4408,P2_High,1288,459738
CE-0443,Switchgear,Pukekohe,22,0.733,0.6132,0.7369,0.4519,P2_High,996,310586
CE-0444,Switchgear,Waiuku,7,0.233,0.2898,0.6965,0.2018,P3_Medium,496,441990
CE-0445,Switchgear,Tuakau,26,0.867,0.4335,0.9675,0.4194,P2_High,1465,226986
CE-0446,Switchgear,Clarks_Beach,10,0.333,0.5865,0.7503,0.4401,P2_High,1225,306359
CE-0447,Switchgear,Pukekohe,15,0.5,0.6033,0.6753,0.4074,P2_High,418,229539
CE-0448,Switchgear,Clarks_Beach,18,0.6,0.66,0.6164,0.4068,P2_High,176,198186
CE-0449,Switchgear,Clarks_Beach,26,0.867,0.4335,0.7832,0.3395,P3_Medium,1919,381615
CE-0450,Switchgear,Waiuku,16,0.533,0.4398,0.7679,0.3377,P3_Medium,1876,154387
CE-0451,Switchgear,Pokeno,29,0.967,0.6568,0.6651,0.4368,P2_High,327,338297
CE-0452,Switchgear,Pukekohe,25,0.833,0.5165,0.7062,0.3648,P2_High,669,229818
CE-0453,Switchgear,Tuakau,30,1.0,0.7333,0.7647,0.5608,P1_Critical,1380,472253
CE-0454,Switchgear,Pukekohe,26,0.867,0.5668,0.7645,0.4333,P2_High,1445,381705
CE-0455,Switchgear,Pokeno,20,0.667,0.6735,0.8862,0.5969,P1_Critical,354,498027
CE-0456,Switchgear,Pokeno,14,0.467,0.5202,0.4457,0.2319,P3_Medium,11,301271
CE-0457,Switchgear,Pukekohe,12,0.4,0.4,0.5782,0.2313,P3_Medium,149,33172
CE-0458,Switchgear,Clarks_Beach,15,0.5,0.3567,0.7604,0.2712,P3_Medium,1432,302398
CE-0459,Switchgear,Pukekohe,13,0.433,0.5165,0.7569,0.3909,P2_High,1212,493362
CE-0460,Switchgear,Clarks_Beach,3,0.1,0.2233,0.9755,0.2178,P3_Medium,1735,185515
CE-0461,Switchgear,Clarks_Beach,21,0.7,0.45,0.9277,0.4175,P2_High,988,91019
CE-0462,Switchgear,Pokeno,11,0.367,0.1835,0.6457,0.1185,P4_Low,295,147717
CE-0463,Switchgear,Tuakau,23,0.767,0.6968,0.7169,0.4995,P2_High,1114,51579
CE-0464,Switchgear,Pokeno,16,0.533,0.5598,0.65,0.3639,P2_High,17,35972
CE-0465,Switchgear,Waiuku,32,1.067,0.68,0.6612,0.4496,P2_High,301,375211
CE-0466,Switchgear,Waiuku,24,0.8,0.4333,0.7026,0.3044,P3_Medium,555,406875
CE-0467,Switchgear,Pukekohe,6,0.2,0.4467,0.7507,0.3353,P3_Medium,1299,244338
CE-0468,Switchgear,Tuakau,3,0.1,0.3167,0.643,0.2036,P3_Medium,336,70610
CE-0469,Switchgear,Waiuku,17,0.567,0.5968,0.9765,0.5828,P1_Critical,1839,153462
CE-0470,Switchgear,Waiuku,12,0.4,0.5933,0.9043,0.5365,P1_Critical,549,247042
CE-0471,Substation,Pukekohe,30,0.667,0.6735,0.5533,0.3726,P2_High,95,44261
CE-0472,Substation,Tuakau,28,0.622,0.651,0.6777,0.4412,P2_High,385,382888
CE-0473,Substation,Clarks_Beach,23,0.511,0.2555,0.7558,0.1931,P4_Low,1286,356413
CE-0474,Substation,Tuakau,27,0.6,0.6067,0.8486,0.5148,P1_Critical,219,333996
CE-0475,Substation,Pukekohe,19,0.422,0.4777,0.7537,0.36,P2_High,1281,316095
CE-0476,Substation,Tuakau,31,0.689,0.6912,0.7328,0.5065,P1_Critical,988,246056
CE-0477,Substation,Tuakau,21,0.467,0.2335,0.5616,0.1311,P4_Low,62,471542
CE-0478,Substation,Clarks_Beach,22,0.489,0.2778,0.7659,0.2128,P3_Medium,104,35633
CE-0479,Substation,Pukekohe,8,0.178,0.409,0.67,0.274,P3_Medium,590,36666
CE-0480,Substation,Pukekohe,11,0.244,0.462,0.7303,0.3374,P3_Medium,873,355302
CE-0481,Substation,Clarks_Beach,34,0.756,0.6913,0.6916,0.4781,P2_High,453,472352
CE-0482,Substation,Waiuku,18,0.4,0.54,0.746,0.4028,P2_High,1054,442147
CE-0483,Substation,Waiuku,19,0.422,0.5177,0.6332,0.3278,P3_Medium,215,253982
CE-0484,Substation,Tuakau,29,0.644,0.6687,0.6049,0.4045,P2_High,241,24167
CE-0485,Substation,Waiuku,40,0.889,0.7578,0.7464,0.5656,P1_Critical,1337,162441
CE-0486,Substation,Tuakau,12,0.267,0.1668,0.7123,0.1188,P4_Low,667,348552
CE-0487,Substation,Tuakau,19,0.422,0.451,0.7529,0.3396,P3_Medium,1711,85773
CE-0488,Substation,Pukekohe,25,0.556,0.418,0.7682,0.3211,P3_Medium,1908,146938
CE-0489,Substation,Tuakau,17,0.378,0.289,0.7563,0.2186,P3_Medium,1373,276744
CE-0490,Substation,Waiuku,16,0.356,0.4447,0.9762,0.4341,P2_High,1400,487184
CE-0491,Substation,Clarks_Beach,28,0.622,0.3443,0.6422,0.2211,P3_Medium,229,347518
CE-0492,Substation,Clarks_Beach,14,0.311,0.3288,0.7784,0.2559,P3_Medium,1757,407191
CE-0493,Substation,Tuakau,21,0.467,0.2668,0.7331,0.1956,P4_Low,1321,71318
CE-0494,Substation,Waiuku,24,0.533,0.4332,0.9651,0.4181,P2_High,1243,394459
CE-0495,Substation,Clarks_Beach,6,0.133,0.3398,0.703,0.2389,P3_Medium,811,81324
CE-0496,Substation,Clarks_Beach,30,0.667,0.4468,0.7516,0.3358,P3_Medium,1119,492380
CE-0497,Substation,Tuakau,10,0.222,0.4177,0.494,0.2063,P3_Medium,24,300138
CE-0498,Substation,Pukekohe,30,0.667,0.7135,0.7605,0.5426,P1_Critical,1361,379490
CE-0499,Substation,Pokeno,35,0.778,0.729,0.5781,0.4214,P2_High,79,495478
CE-0500,Substation,Clarks_Beach,30,0.667,0.6002,0.7628,0.4578,P2_High,1585,228317
